product_name;generic_name;quantity;packaging_tags;brands;categories_tags;origins;manufacturing_places;labels_tags;purchase_places;stores;countries_fr;ingredients_text;traces_tags;additives_tags;pnns_groups_1;main_category_fr
 Sweet'n Salty Mix;;16 oz;;sharon's sorbet;;;;;;;États-Unis;Farine de _blé_ enrichie (farine, niacine, fer, mononitrate de thiamine (vitamine B1), riboflavine (vitamine B2, acide folique), chocolat blanc 20% (sucre, beurre de cacao, poudre de _lait écrémé_, _poudre de lait entier_, émulsifiant : lécithine de _soja_, extrait de vanille), sucre, huile de palme, _noix de macadamia_ 6%, _beurre_, sucre brun (sucre, sucre inverti, mélasse), _oeufs_, poudres à lever : carbonate acide de sodium, tartrates de potassium, carbonates d'ammonium, sel, arômes, _fruit à coque moulus_ (_pécan_, _macadamia_, _noix_, _cajou_, _amande_);;;unknown;
Sauerkraut;25 OZ (1 LB 9 OZ) 709g;;;Trader Giotto's;en:groceries,en:sauces,en:pasta-sauces;;;en:organic,en:usda-organic;;;États-Unis;Farine de _blé_ enrichie (farine, niacine, fer, mononitrate de thiamine (vitamine B1), riboflavine (vitamine B2), acide folique), morceaux de chocolat noir 19 % (sucre, pâte de cacao, beurre de cacao, dextrose, émulsifiant : lécithine de _soja_, extrait de vanille), fructose, sucre, _beurre_, huile de palme, poudre de cacao, glucose, _oeufs_, _lait_ écrémé, poudres à lever : carbonate acide de sodium, tartrates de potassium et carbonates d'ammonium, sel, arômes, stabilisant : pectines.;;;Fat and sauces;Epicerie
White enriched bread;;;;Marks & Spencer;;;;;;;France;Farine de _blé_ enrichie (farine, niacine, fer, mononitrate de thiamine (Vitamine B1), riboflavine (vitamine B2), acide folique), _fromage_ Cheddar (11%), huile de tournesol, _lait_ écrémé, sucre, maltodextrine de pomme de terre, levure, levure autolyse, levure torula, graisse de _lait_, paprika, épices (contient du _céleri_), oignon en poudre, _crème_ en poudre, _lactosérum_ (_lait_), arôme, extrait de levure autolysée, colorants (rocou, extrait de paprika), ail séché, huile de carthame, maltodextrine, acidifiants (acide lactique, acide citrique), _fromage_ Bleu, correcteur d'acidité (lactate de calcium), huile de soja, correcteur d'acidité (phosphate disodique), poudres à lever (carbonate acide d'ammonium, carbonate acide de sodium, phosphate monocalcique).;;;;
Light Rye;;;;;;;;;California;;États-Unis;_amandes_;;;;
nuts;;;;;;;;;;;France;_amandes_ (99%), sel (1%);;;;
Hamburger enriched buns;;;;Anderson Valley;;;;;;;Pays-Bas;_Amandes_ (98%), sel (2%).;;;unknown;
Tortilla Chips;;0.75 oz (22 g);plastic;;en:sugary-snacks,en:confectioneries,en:candies,en:lollipops;;;;California;;États-Unis;Almonds, sugar, brown sugar, salt, honey, natural flavour.;;en:e330,en:e129,en:e102,en:e110,en:e133;Sugary snacks;Bonbons
Kroger mini twist pretzels ;;;;Trader Joe's;en:parve,en:u;;;;;;États-Unis;_Pistaches_ (98,5%), sel (1,5%).;;;unknown;en:Parve
Spicy Boneless Chicken Wyngz;;4 fl oz;;;;;;;;;États-Unis;Pistaches, sel;;;unknown;
Soynuts Roasted & Salted;;16 fl. oz (1 pt) 473 mL;glass-jar;Mt. Olive;en:pickles;;;;San Francisco,California,USA;Safeway;États-Unis;Pistaches (100%).;;en:e509,en:e211,en:e433,en:e223,en:e102;unknown;Pickles
Mozzarella, finely shredded;;1 gallon (3.78 L);glass-jar;Mt. Olive;en:canned-foods,en:pickles;;;;Mountain View, California, USA;Walmart;États-Unis;pistaches 96%, sel 2%, poivre, sucre, poudre d'oignon, dextrose, poudre d'ail, concentré de jus de citron, arôme naturel, extrait de levure;;en:e509,en:e211,en:e433,en:e102;unknown;Pickles
Deluxe Ice Cream Banana Split;;100g;;Lindt;;;;;;;Australie,France;Pistaches (97%), sel (3%).;;;;
Low moisture part skim Mozzarella string cheese;;100g;;Indy excellence;en:lindt-sea-salt-chocolate;;Switzerland;;;Coles,Woolworths,Bilo,IGA;Australie;_Pistaches_ (96%), sel (2,5%), poivre (0,5%), sucre, poudre d'oignon, dextrose, poudre d'ail, concentré de jus de citron, arôme, extrait de levure;;;unknown;en:Lindt-sea-salt-chocolate
Sliced Almonds;;;;;;;;;;;États-Unis;Pistaches (100%);;;;
Sweet Bourbon Flavoured Bratwurst;Milk chocolate with a caramelized sugar and cream filling;3.5 OZ (100g);;Lindt;en:sugary-snacks,en:chocolates,en:milk-chocolates;;;;;;États-Unis;_Noix_ (100%).;en:eggs,en:treenuts;en:e500ii,en:e322;Sugary snacks;Chocolats
Honey Roasted Peanuts;A crunchy hazelnut and almond filling, enrobed in rich milk chocolate;3.5 OZ (100g);card;Lindt;en:sugary-snacks,en:chocolates,en:milk-chocolates;;France;;United States;;États-Unis;Lamb half leg bone in;en:eggs,en:gluten,en:tree-nuts;en:e322;Sugary snacks;Chocolats
italian style tomato paste;;1 kg;pot;Ferrero,Nutella;en:spreads,en:breakfasts,en:sweet-spreads,fr:pates-a-tartiner,en:chocolate-spreads,en:hazelnut-spreads,en:cocoa-and-hazelnuts-spreads;;Canada;fr:fabrique-au-canada;Canada;;Canada,France,Suisse,États-Unis;Strawberries, Sugar, Champagne (4%), Marc de Champagne (3%), Lemon Juice, Gelling Agent: Pectin;;;Sugary snacks;Pâtes à tartiner
Garbanzo Beans;hazelnut spread with cocoa;13 oz;plastic;Ferrero,Nutella;en:pates-a-tartiner-aux-noisettes-et-au-cacao;;Canada;en:sans-gluten;Chicago,Illinois,USA;7eleven,C-Town Supermarkets;États-Unis;Tomato paste (23%),soybean oil,onion, salt,sugar,ground coriander,red chillies,garlic,distilled vinegar,ginger,herbs and spices,cayenne,pepper,acid regulator (citric acid);;;unknown;en:Pates-a-tartiner-aux-noisettes-et-au-cacao
Hoisin sauce;Hazelnut spread with skim milk & cacao;750 g;pot,verre;Nutella,Ferrero;en:petit-dejeuners,en:produits-a-tartiner,en:produits-a-tartiner-sucres,en:pates-a-tartiner,en:pates-a-tartiner-au-chocolat,en:pates-a-tartiner-aux-noisettes,en:pates-a-tartiner-aux-noisettes-et-au-cacao;;;;;;France,en:Etats-unis;beef sirloin steak  ;;;unknown;en:Petit-dejeuners
Saki Ika Prepared Squid (Hot);;;;M&M;;;;;;;France;Whole Grain Oats, Sugar, Canola Oil, _Peanut_ Butter (_peanuts_), salt), Yellow Corn Flour, Brown Sugar Syrup, _Soy_ Flour, Salt, _Soy_ Lecithin, Baking Soda.;;;;
???;;454 g;plastic;Marks & Spencer;en:fish-and-meat-and-eggs,en:offals,en:haggis;;;;Liverpool,United Kingdom;Marks & Spencer;Royaume-Uni;Whole Grain Com, Sugar, Corn Meal, Corn Syrup, Canola and/or Rice Bran Oil, Cocoa Processed with Alkali, Color Added, Salt, Fructose, Natural and Artificial Flavor,Trisodium Phosphate. BHT Added to Preserve Freshness. Vitamins and Minerals: Calcium Phosphate, Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1, (thiamin mononitrate), Vitamin A (palmitate), A N Vitamin (folic add), Vitamin B12. Vitamin D3.;en:gluten;;unknown;Poissons et viandes et oeufs
Rice;;5 OZ (141 g);card;The Hershey Company;en:sugary-snacks,en:confectioneries,en:candies;;;en:kosher,en:orthodox-union-kosher;;;États-Unis;Whole Grain _Oats_, Corn Starch, Sugar, Salt, Tripotassium Phosphate, _Wheat_ Starch, Vitamin E (mixed tocopherols) Added to Preserve Freshness, Vitamins and Minerals (Calcium Carbonate, Iron, Zinc (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B5 (pyridoxine hydrochioride), Vitamin A (palmitate), Vitamin B1 (thiamin mononitrate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3);;;Sugary snacks;Bonbons
Gyoza Wrappers (???);Malted Milk Ball;5 OZ (141 g);box,card;The Hershey Company;en:sugary-snacks,en:confectioneries,en:candies,en:bonbons,en:chocolates;;;en:low-or-no-fat,en:kosher,en:low-fat,en:25-less-fat,en:orthodox-union-kosher,en:reduced-fat;;;États-Unis;Whole Grain _Oats_, Corn Starch, Sugar, Salt, Tripotassium Phosphate, _Wheat_ Starch, Vitamin E (mixed tocopherols) Added to Preserve Freshness, Vitamins and Minerals (Calcium Carbonate, Iron, Zinc (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B5 (pyridoxine hydrochioride), Vitamin A (palmitate), Vitamin B1 (thiamin mononitrate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3);;en:e500ii,en:e492,en:e322,en:e170,en:e1400;Sugary snacks;Chocolats
British Blend Premium Black Tea;Licorice Candy;6 OZ (170 g);;;en:sugary-snacks,en:confectioneries,en:candies;;;;;;États-Unis;Whole Grain _Wheat_, Sugar, Raisins, _Almonds_, Corn Bran, Corn Syrup, Brown Sugar Syrup, Partially Hydrogenated Cottonseed and/or _Soybean_ Oil, Salt, Glycerin, Molasses, Corn Starch, _Soy_ Lecithin, Trisodium Phosphate, Natural and Artificial Flavor;;;Sugary snacks;Bonbons
6 Christmas deep mince pies;;10 OZ (283 g);;;en:sugary-snacks,en:confectioneries,en:candies;;;;;;États-Unis;Whole Grain Corn, Sugar, Corn Meal, Corn Syrup, Rice Bran and/or Canola Oil, Salt, Trisodium Phosphate, Natural and Artificial Flavor, Red 40, Yellow 6, Blue 1, and Other Color Added, Citric Acid, Malic Acid. Vitamins and Minerals: Calcium Carbonate, Tricalcium Phosphate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.;;;Sugary snacks;Bonbons
Sauce aux piments;;3.6 oz;;Jolly Rancher;;;;;;;États-Unis;Whole Grain Oats, Sugar, Oat Flour, Corn Syrup, Modified Corn Starch, Corn Starch, Dextrose, Salt, Gelatin, Trisodium Phosphate, Yellow 5 & 6, Red 40, Blue 1 and Other Color Added, Natural and Artificial Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.;;;;
TABASCO Green Jalapeño;;;;Marché Franprix;en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps;;;;;;France;Whole Grain Oats, Sugar, Oat Bran, Corn Starch, Honey, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Rice Bran and/or Canola Oil, Natural _Almond_ Flavor. Vitamin E (mixed tocopherols)Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.;;;Salty snacks;Chips et frites
Belvita petit déjeuner ;;;;M&S;;;;;;;France;Enriched Flour Bleached (_wheat_ flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Corn Syrup, Leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), Cocoa Processed with Alkali. Contains 2% or less of: Corn Starch, Modified Corn Starch, Partially Hydrogenated _Soybean_ and/or Cottonseed Oil, Propylene Glycol Mono and Diesters of Fatty Acids, Distilled Monoglycerides, Salt, Dicalcium Phosphate, Sodium Stearoyl Lactate, Xanthan Gum, Cellulose Gum, Artificial Flavor.;;;;
Tabasco Pepper Sauce;;6 oz (170 g);plastic-pot;Clover Organic Farms;en:dairies,en:yogurts;;;en:organic,en:usda-organic;San Francisco,California,USA;Safeway;États-Unis;Enriched flour bleached (_wheat_ flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Corn Syrup, Leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate). Contains 2% or less of: Modified corn starch, vegetable oil (palm oil and/or partially hydrogenated _soybean_ oil and/or cottonseed oil), corn starch, propylene glycol mono and diesters of fatty acids, salt, distilled monoglycerides, corn cereal, dicalcium phosphate, sodium stearoyl lactylate, xanthan gum, cellulose gum, natural and artificial flavor, color (yellow 5, yellow 6, red 40, blue 1);;en:e440,en:e410,en:e330;Milk and dairy products;Yaourts
Tabasco;;;;;;;;;;;Royaume-Uni;Potatoes*, Mono and Diglycerides (to improve texture), Freshness Preserved by Sodium Acid Pyrophosphate, Sodium Bisultite and Citric Acid. *Dried  ;;;unknown;
Sriracha Thai Chili Sauce;;;;;;;;;South Carolina;;États-Unis;Enriched Flour Bleached (_wheat_ flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Sugar, Chocolate Chips (sugar, chocolate liquor, cocoa _butter_, _soy_ lecithin, natural flavor), Corn Syrup, Partially Hydrogenated _Soybean_ and/or Cottonseed Oil. Contains 2% or less of: Modified Corn Starch, Leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), Corn Starch, Salt, Distilled Monoglycerides, Modified Whey, Color Added, Xanthan Gum, Cellulose Gum, Artificial Flavor.;;;;
Tabasco;;;;Sainsbury's;;;;;;;Royaume-Uni;Ingredients: Whole Grain _Oats_, Whole _Wheat_ Flour, Brown Sugar, Canola Oil, Tapioca Syrup, Sugar, Vegetable Glycerin, Molasses Flavored Coating (sugar, palm kernel oil, reduced minerals whey, skim _milk_, molasses, maltodextrin, palm oil, _soy_ lecithin, natural flavor), Chicory Root Extract, _Egg_ Yolk, Raisin Juice Concentrate, Water, Baking Soda, Gum Arabic, _Egg_ White, Salt, Cinnamon, Natural Flavor.;;;unknown;
Tabasco Pepper Sauce;;;;;;;;;;;France;Whole Grain Oats, Sugar, Oat Bran, Corn Starch, Honey, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Rice Bran Oil and/or Canola Oil, Natural _Almond_ Flavor. Vitamin E (mixed tocopherols) added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.;;;;
Tabasco Original;;;;;;;;;;;France;Whole Grain Corn, Sugar, Corn Syrup, Canola and/or Rice Bran Oil, Salt, Color Added, Trisodium Phosphate, Natural Flavor, Pineapple Juice Concentrate. Vitamins and Minerals: Calcium Carbonate, Tricalcium Phosphate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.;;;;
"Salsa de chiles picantes &quot"";Tabasco&quot;""";mixed salad leaves;;plastic-bag;Sainsbury's;en:salad;;;en:vegetarian,en:vegan;Kilburn,London,UK;Sainsbury's;Royaume-Uni;Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, _Wheat_ Starch. Vitamin E (mixed tocopherols) Added to Preserver Freshness. Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin A (palmitate), Vitamin B1 (thiamin mononitrate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3;;;unknown;en:Salad
Tabasco Green Pepper Sauce;;8 Single Serve Bags;;Kar's;;;;;;;États-Unis;Whole Grain Corn, Corn Meal, Sugar, Honey, Salt, Brown Sugar Syrup, Molasses, Rice Bran, Canola Oil, Natural Almond Flavor, Natural Flavor;;;unknown;
Tabasco Chipotle;;;artikel;;;;;;;;France;Whole Grain Rice, Rice, Sugar, Salt, Molasses, Vitamin E (mixed tocopherols) and BHT Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), Vitamin C (sodium ascorbic), A B Vitamin (niacinamide), Vitamin B6, (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.;;;;
Sweethearts Sour;Sliced Bread;20 oz;plastic,bag;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;;;Virginia Beach,Virginia,United States;Kroger;États-Unis;Wheat Flour Bleached, Sugar, Chicory Root Extract, Lemon Flavored Bits (sugar,cocoa butter, citric acid, coconut oil, natural flavor, soy lecithin, milk, yellow 5 lake), Sugarcane Fiber, Vegetable Oil (canola, palm, palm kernel), Fructose, Vegetable Glycerin, Water, Dried Egg White, Leavening (baking soda, sodium aluminum phosphate), Corn Starch, Salt, Reduced Minerals, Whey, Natural Flavor, Skim Milk, Malic Acid, Citric Acid, Soy Lecithin, Xanthan Gum, Locust Bean Gum, Yellow 5 Lake, Alpha Tocopherol;;en:e375,en:e101,en:e282,en:e516,en:e472e,en:e341i,en:e322,en:e330,en:e916,en:e917;Cereals and potatoes;Pains
le bon poulet roti;Sliced Bread;24 oz;plastic,bag;Kroger,Private Selection;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;;en:no-trans-fat,en:less-than-1-g-sugar,en:no-high-fructose-corn-syrup;Virginia Beach,Virginia,United States;Kroger;États-Unis;Sugar, Chocolate Flavored Frosting (sugar, water, high maltose com syrup. palm oil, com starch, cocoa processed with alkali, canola oil, salt, distilled monoglycerides, polysorbate 60, potassium sorbate [preservative], natural and artificial flavor, sodium stearoyl lactylate, citric acid, sodium acid pyrophosphate, color added, nonfat _milk_), Enriched Flour Bleached (_wheat_ flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Cocoa Processed with Alkali, Com Syrup. Contains 2% or less of: Partially Hydrogenated _Soybean_ and/or Cottonseed Oil, Com Starch, Salt, Carob Powder, Artificial Flavor.;;en:e375,en:e101,en:e481,en:e282,en:e297,en:e270,en:e260,en:e516,en:e517,en:e300;Cereals and potatoes;Pains
8 Hamburger Buns;;340g;;;;;;;;;États-Unis; Farine de _blé_ contient _Gluten_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) - Fromage mozzarella (_lait_) (12%) - Épinards (10%) - Tomates concassées (10%) - Eau - Fromage ricotta (_lait_) (5%) - Tomates cerises Santarella marinées semi-séchées (5%) - (Tomates cerises - huile de tournesol - ail déshydraté - Origan - Sel) - Purée de tomate (3%) - Huile de colza - sucre - levure - sel - dextrose - beurre (_lait_) - Poivre noir grossièrement moulu - Huile d'olive vierge extra - Basilic - Purée d'ail - Fécule de maïs - Noix de muscade moulue - Fécule de pomme de terre - Huile de tournesol.;;;;
Taste Nirvana;;12 oz;plastic,bag;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;United States;;Virginia Beach,Virginia,United States;Kroger;États-Unis;Manzanilla Olive (92%), Sunflower Oil, Salt, Lemon Zest, Coriander, Acidity Regulator: Citric Acid, Antioxidant: Ascorbic Acid, Lemon Infused Sunflower Oil (Sunflower Oil, Lemons).  ;;en:e375,en:e101,en:e282,en:e472e,en:e516,en:e330,en:e322,en:e917,en:e341i;Cereals and potatoes;Pains
British petit pois;;283 g;;Kroger;;;;;;;États-Unis;Eau, lychee (40,7 %), sucre, régulateur d'acidité : acide citrique (E330);;;;
Canadian Dressed Lobster;;;;;;;;;;Kroger;États-Unis;Extrait de noix de coco 60%, eau, emulsifiant (E435);;;;
Ma sauce fromage blanc & moutarde de Dijon;;907 g;frozen,plastic,bag;Kroger;en:meats,en:poultries,en:chickens,en:breaded-products,en:cooked-chicken,fr:poulets-panes,en:chicken-nuggets;;;;;;États-Unis;extrait de noix de coco (70%), eau, émulsifiant : E435;;;Fish Meat Eggs;Produits panés
Greek Yogurt: honey;;6 OZ;;simple truch organic;en:plant-based-foods-and-beverages,en:plant-based-foods,en:salty-snacks,en:nuts-and-their-products,en:nuts;;;en:organic,en:usda-organic;;;États-Unis;Eau, graines de basilic, sucre (10%), arôme artificiel de soda à la crème, régulateur d'acidité : acide citrique (E330);en:gluten,en:milk,en:nuts,en:peanuts,en:coconut,en:filberts,en:macadamia-nuts,en:pistachios;;Salty snacks;Fruits à coques
ratatouille provençale;;226g;;Kroger;;;;;;;États-Unis;extrait de noix de coco 70%, eau, emulsifiant (E435);;;;
Mini Crêpes ChocoLait;;;;;;;;;;;États-Unis;Eau, extrait de noix de coco 24%, émulsifiant (E435).;;;;
Wild Harvest Organic Original Soymilk;;48 fl oz;;Kroger;;;;;;;États-Unis;extrait de noix de coco 60%, eau, émulsifiant : E435;;;;
Fruit & Nut Granola;;12;;Kroger;;;;;;;États-Unis;eau, jus de mangue (25%), sucre, acidifiant (E330);;;;
Coulis d'Orange;;;;;en:plant-based-foods-and-beverages,en:plant-based-foods,en:salty-snacks,en:nuts-and-their-products,en:nuts,en:almonds;;;en:kosher,en:orthodox-union-kosher;;;États-Unis;eau, purée de goyaves 25%, sucre, régulateur d'acidité E330;;;Salty snacks;Fruits à coques
Extra light soft cheese;;510g;;Kroger;;;;;;;Irlande;Eau, Yanang (8%).;;en:e325,en:e508,en:e551;unknown;
Tims extra thick and crunchy jalapeno potato chips;;12 oz;;Kroger;;;;;;;États-Unis;Eau, jus de lychee 25 %, sucre, correcteur d'acidité (E330);;;;
Hawaiian kettle style potato chips - Luan BBQ;;3 OZ (85g);;Kroger;en:desserts,en:non-dairy-desserts;;;;;;États-Unis;Jus de jeune noix de coco (80%), eau, pulpe de noix de coco, sucre, acide citrique (E330).;;en:e428,en:e339ii,en:e297,en:e355,en:e320,en:e110;Sugary snacks;Desserts
Original Kettle Style Potato Chips;;12 oz;;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:plant-based-spreads,en:nuts-and-their-products,en:oilseed-purees,en:nut-butters,en:almond-butters;;;;;;États-Unis;Wasser, Kokosnussextrakt 35%;;;unknown;Produits à tartiner
British marrowfat processed peas in water - sugar and salt added;;;;;;;;;;;États-Unis; EAU, PUREE DE COROSSOL (25%), SUCRE, AROME ARTIFICIEL DE COROSSOL, ACIDE CITRIQUE (E330), CMC (E466), ACIDE ASCORBIQUE (E300)  ;;;;
Breast fillets;Green Beans;14.5 oz;canned;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:legumes-and-their-products,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables,en:canned-legumes,en:canned-common-beans;;;;Virginia Beach,Virginia,United States;Kroger;États-Unis;Nata de coco (extrait de noix de coco, sucre, acide acétique, acétobacter xylinum), eau, sucre, jus de mangue, acide citrique, acide ascorbique, colorant, arôme artificiel de mangue;;;Fruits and vegetables;Conserves
Intensely Fruity Christmas Pudding;Diced tomatoes in tomato juice;14.5 oz;canned;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables,en:tomatoes-and-tomato-products,en:canned-tomatoes;;;en:no-high-fructose-corn-syrup;Virginia Beach,Virginia,United States;Kroger;États-Unis;eau, chair de noix de coco, condiments 8,80% (citronnelle, galanga, feuilles de combava), extrait de noix de coco, jeunes épis de maïs, pâte de piment 6,50% (sucre, ail, piment, échalote, huile de soja, pâte de tamarin), champignons de paille, sel, jus de citron, coriandre, piment rouge, acidifiant (E330);;en:e330,en:e509;Fruits and vegetables;Conserves
Intensely Fruity Christmas Pudding;Tomato Paste;6 oz;canned;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-tomato-products,en:tomato-pastes;United States;United States;en:no-high-fructose-corn-syrup,en:not-a-sodium-free-food;Virginia Beach,Virginia,United States;Kroger;États-Unis;chilli 56%, garlic, sugar, salt, distilled vinegar, xanthan gum (E415) as stabilizer;;;Fruits and vegetables;Aliments et boissons à base de végétaux
Intensely Fruity Christmas Pudding;;;plastic,bottle;;en:beverages,en:waters,en:non-sugared-beverages;;;;;;États-Unis;Piment 56%, il, Sucre, Vinaigre, Sel, Conservateur E202, Stabilisant E415;;;Beverages;Eaux
Honey Soy Drink;;1;;psst;;;;;;;États-Unis;Fortified Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Milk Chocolate (33%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows' _Milk_ Powder, Whey Powder (Cows' _Milk_), Butteroil (Cows' _Milk_), Vegetable Fats (Sal Fat, Shea Oil, Illipe, Mango Kernel Oil, Kokum Gurgi), Emulsifier: _Soya_ Lecithin, Palm Oil), Sugar, Palm Oil, Rapeseed Oil, Raising Agents: Ammonium Hydrogen Carbonate, Sodium Hydrogen Carbonate, Disodium Diphosphate, _Barley_ Malt Extract, Partially Inverted Sugar Syrup, Salt, Preservative: Sodium Metabisulphite (_Sulphites_).;;;;
Swiss Dark Chocolate;;6 oz;canned;Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-tomato-products,en:tomato-pastes;United States;United States;;Virginia Beach,Virginia,United States;Kroger;États-Unis;Ground Bison;;en:e330;Fruits and vegetables;Aliments et boissons à base de végétaux
Ginger candy;Garbanzo Beans;15 oz;canned;Simple truth organic,Kroger;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:legumes-and-their-products,en:canned-plant-based-foods,en:canned-legumes,en:canned-common-beans;;;en:organic,en:kosher,en:usda-organic,en:crc-pareve;Virginia Beach,Virginia,United States;Kroger;États-Unis;free range British Eggs Omega 3 enriched;;;Cereals and potatoes;Conserves
Reduced Fat Belgian Chocolate Chunk Cookies;;15.3 oz, 433 g;;Kroger,Fred Meyer;en:hoisin-sauce;;;;;;États-Unis;Chocolat au lait 40% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithines (_soja_), arôme), nappage au caramel 21% (sirop de glucose-fructose, stabilisant : glycérol, _lait_ concentré sucré, caramel 4%* (sucre, eau), _beurre_, arôme, sel, gélifiant : pectines), farine de _blé_, sucre, fructose, _lait_ écrémé en poudre, _beurre_ pâtissier, colorant : caramel ordinaire, émulsifiant : lécithines (_soja_), sel. *% exprimé sur le nappage équivalent à 0.8% sur l’ensemble du produit. ;;;unknown;en:Hoisin-sauce
All Butter Reduced Fat Stem Ginger Cookies;;452 g;;Private Selection;;;;;;;États-Unis;Sugar, Cornflour, Flavouring, Gelling Agents (Carrageenan, Tetrasodium Diphosphate, Potassium Citrate), Acidity Regulator (Sodium Citrate), Exhausted Vanilla Beans, Colour (Algal Carotenes) ;;;;
